province;red;green;blue;x;x
1651;18;203;253;Lake Malawi;x
1652;19;223;253;White Sea;x
1653;20;253;253;Lake Balchasj;x
1654;21;203;203;Lake Bajkal;x
1655;22;203;253;Poyang Lake;x
1656;23;223;253;Lake Titicaca;x
1657;24;253;253;Lake Nicaragua;x
1658;25;203;203;Everglades;x
1659;26;203;253;Lake Ontario;x
1660;27;223;253;Lake Erie;x
1661;28;253;253;Lake Huron;x
1662;29;203;203;Lake Michigan;x
1663;30;203;253;Lake Superior;x
1664;31;223;253;Lake Nipigon;x
1665;32;253;253;Lake Winnipeg;x
1666;33;203;203;Western Pacific #1;x
1667;34;203;253;Western Pacific #2;x
1668;35;223;253;Western Pacific #3;x
1669;36;253;253;Western Pacific #4;x
1670;37;203;203;Western Pacific #5;x
1671;38;203;253;Western Pacific #6;x
1672;39;223;253;Western Pacific #7;x
1673;40;253;253;Western Pacific #8;x
1674;41;203;203;Western Pacific #9;x
1675;42;203;253;Western Pacific #10;x
1676;43;223;253;Western Pacific #11;x
1677;44;253;253;Northern Pacific #1;x
1678;45;203;203;Northern Pacific #2;x
1679;46;203;253;Northern Pacific #3;x
1680;47;223;253;Northern Pacific #4;x
1681;48;253;253;Northern Pacific #5;x
1682;49;203;203;Northern Pacific #6;x
1683;50;203;253;Northern Pacific #7;x
1684;51;223;253;Northern Pacific #8;x
1685;52;253;253;Northern Pacific #9;x
1686;53;203;203;Northern Pacific #10;x
1687;54;203;253;Central Pacific #1;x
1688;55;223;253;Central Pacific #2;x
1689;56;253;253;Central Pacific #3;x
1690;57;203;203;Central Pacific #4;x
1691;58;203;253;Central Pacific #5;x
1692;59;223;253;Central Pacific #6;x
1693;60;253;253;Central Pacific #7;x
1694;61;203;203;Central Pacific #8;x
1695;62;203;253;Central Pacific #9;x
1696;63;223;253;Central Pacific #10;x
1697;64;253;253;Coast of Hawaii;x
1698;65;203;203;Central Pacific #11;x
1699;66;203;253;Central Pacific #12;x
1700;67;223;253;Eastern Pacific #1;x
1701;68;253;253;Eastern Pacific #2;x
1702;69;203;203;Eastern Pacific #3;x
1703;70;203;253;Eastern Pacific #4;x
1704;71;223;253;Eastern Pacific #5;x
1705;72;253;253;Eastern Pacific #6;x
1706;73;203;203;Eastern Pacific #7;x
1707;74;203;253;Eastern Pacific #8;x
1708;75;223;253;Eastern Pacific #9;x
1709;76;253;253;Eastern Pacific #10;x
1710;77;203;203;Eastern Pacific #11;x
1711;78;203;253;Eastern Pacific #12;x
1712;79;223;253;Eastern Pacific #13;x
1713;80;253;253;Eastern Pacific #14;x
1714;81;203;203;Eastern Pacific #15;x
1715;82;203;253;Eastern Pacific #16;x
1716;83;223;253;Eastern Pacific #17;x
1717;85;203;203;Southern Pacifc #1;x
1718;86;203;253;Southern Pacifc #2;x
1719;87;223;253;Southern Pacifc #3;x
1720;88;253;253;Southern Pacifc #4;x
1721;89;203;203;Southern Pacifc #5;x
1722;90;203;253;Southern Pacifc #6;x
1723;91;223;253;Southern Pacifc #7;x
1724;92;253;253;Southern Pacifc #8;x
1725;93;203;203;Southern Pacifc #9;x
1726;94;203;253;Southern Pacifc #10;x
1727;95;223;253;Southern Pacifc #11;x
1728;96;253;253;Southern Pacifc #12;x
1729;97;203;203;Southern Pacifc #13;x
1730;98;203;253;Southern Pacifc #14;x
1731;99;223;253;Southern Pacifc #15;x
1732;100;253;253;Southern Pacifc #16;x
1733;101;203;203;Southern Pacifc #17;x
1734;102;203;253;Southern Pacifc #18;x
1735;103;223;253;Southern Pacifc #19;x
1736;104;203;203;Southern Pacifc #20;x
1737;106;203;253;Southern Pacifc #22;x
1738;107;223;253;Southern Pacifc #23;x
1739;108;253;253;Southern Pacifc #24;x
1740;109;203;203;Southern Pacifc #25;x
1741;110;203;253;Southern Pacifc #26;x
1742;66;68;126;Limburg;x
1743;194;70;173;Cambray;x
1744;66;72;32;Antwerpen;x
1745;195;74;79;Cantabria;x
1746;67;76;126;Burgos;x
1747;195;78;173;Caceres;x
1748;67;80;32;La Mancha;x
1749;195;82;79;Cadiz;x
1750;67;84;126;Alicante;x
1751;195;86;173;Ceuta;x
1752;68;88;32;Rzhev;x
1753;196;90;79;Kostroma;x
1754;68;92;126;Orel;x
1755;196;94;173;Ustyug;x
1756;68;96;32;Budjak;x
1757;196;98;79;Oberpfalz;x
1758;68;100;126;Hannover;x
1759;197;102;173;Potsdam;x
1760;69;104;32;Koblenz;x
1761;197;106;79;Alzey;x
1762;69;108;126;Kassel;x
1763;197;110;173;Niederlausitz;x
1764;69;112;32;Burgas;x
1765;197;114;79;Nis;x
1766;70;116;126;Kosovo;x
1767;198;118;173;Osijek;x
1768;70;120;32;Lienz;x
1769;198;122;79;Görz;x
1770;70;124;126;Ostmarch;x
1771;198;126;173;Erz;x
1772;70;128;32;Presburg;x
1773;199;130;79;Achaea;x
1774;71;132;126;Treviso;x
1775;199;134;173;Holstein;x
1776;71;136;32;Karelia;x
1777;199;138;79;Kola;x
1778;71;140;126;Kasimov;x
1779;199;142;173;Rub' al Khali;x
1780;72;144;32;Komi;x
1781;200;146;79;Western Siberia;x
1782;72;148;126;Eastern Siberia;x
1783;200;150;173;Koryak;x
1784;72;152;32;Tiam Shan;x
1785;200;154;79;Karakoram;x
1786;72;156;126;Takla Makan;x
1787;201;158;173;Himalaya;x
1788;73;32;32;Arunachal;x
1789;201;34;79;Maoke;x
1790;73;36;126;Western Australia;x
1791;201;38;173;Central Australia;x
1792;201;42;79;Antananarivo;x
1793;74;44;126;El Djouf;x
1794;202;46;173;Central Sahara;x
1795;74;48;32;East Sahara;x
1796;202;50;79;Central Africa;x
1797;74;52;126;Inner Kongo;x
1798;202;54;173;Uganda;x
1799;74;56;32;Malawi;x
1800;203;58;79;Zambia;x
1801;75;60;126;Kalahari;x
1802;203;62;173;Northern Amazonas;x
1803;75;64;32;Southern Amazonas;x
1804;203;66;79;Greenland;x
1805;75;68;126;Québec;x
1806;203;70;173;Weagamow;x
1807;76;72;32;Baffin Island;x
1808;204;74;79;Great Basin;x
1809;76;76;126;Great Plains;x
1810;204;78;173;Alaska;x
1811;76;80;32;Nunavut;x
1812;204;82;79;Northwest Territories;x
1813;76;84;126;Saskatchewan;x
1814;205;86;173;Columbia;x
1815;77;88;32;Ayeyarwady;x
1816;205;90;79;Hejian;x
1817;77;92;126;Nan;x
1818;205;94;173;Chikuzen;x
1819;77;96;32;Tosa;x
1820;205;98;79;Awa;x
1821;78;100;126;Nanjing;x
1822;206;102;173;Shangai;x
1823;78;104;32;Stung Treng;x
1824;206;106;79;Wenzhou;x
1825;78;108;126;Aki;x
1826;206;110;173;Lika;x
1827;78;112;32;Raska;x
1828;207;114;79;Soli;x
1829;79;116;126;Xiamen;x
1830;207;118;173;Tajima;x
1831;79;120;32;Travunia;x
1832;207;122;79;Yamato;x
1833;79;124;126;Ji'an;x
1834;207;126;173;Dorpat;x
1835;80;128;32;Mino;x
1836;208;130;79;Nanyang;x
1837;80;132;126;Etchu;x
1838;208;134;173;Hefei;x
1839;80;136;32;Totomi;x
1840;208;138;79;Guilin;x
1841;80;140;126;Marienburg;x
1842;209;142;173;Narva;x
1843;81;144;32;Kozuke;x
1844;209;146;79;Xiankhouang;x
1845;81;148;126;Uiji;x
1846;209;150;173;Yozgat;x
1847;81;152;32;Shiribeshi;x
1848;209;154;79;Hamid;x
1849;82;156;126;Hamah ;x
1850;210;158;173;Mudanjiang;x
1851;82;32;32;Ribatejo;x
1852;210;34;79;Tokachi;x
1853;82;36;126;Kozani;x
1854;210;38;173;Negev;x
1855;82;40;32;Sidon;x
1856;211;42;79;Abkhazia;x
1857;83;44;126;Lauenburg;x
1858;211;46;173;Stettin;x
1859;83;48;32;Torun;x
1860;211;50;79;Norfolk;x
1861;83;52;126;Derby;x
1862;211;54;173;Cremona;x
1863;84;56;32;Graz;x
1864;212;58;79;Somogy;x
1865;84;60;126;Ghent;x
1866;212;62;173;Namur ;x
1867;84;64;32;Freiburg;x
1868;212;66;79;Augsburg;x
1869;84;68;126;Zürich;x
1870;213;70;173;S:t Gallen;x
1871;85;72;32;Wallis;x
1872;86;84;126;Ulm;x
1873;85;76;126;Chur;x
1874;213;78;173;Bremen;x
1875;142;110;192;Turin;x
1876;213;82;79;Frankfurt;x
1877;86;92;126;Charolais;x
1878;214;86;173;Aachen;x
1879;86;88;32;Alencon;x
1880;214;90;79;Sundgau;x
1881;213;74;79;St. Barthélemy;x
1882;214;94;173;Bône;x
1883;0;0;232;Western Finish lakes;x
1884;1;0;236;East Finish lakes;x
1885;2;0;240;Central finish lakes;x
1886;3;0;244;Storavan;x
1887;4;0;248;Storsjon;x
1888;5;0;232;Kara Sea;x
1889;6;0;236;Lake geneva;x
1890;7;0;240;Bodensee;x
1891;8;0;244;Tuz Gola;x
1892;9;0;248;Lake Van;x
1893;10;0;232;Lake Daryacheh;x
1894;11;0;236;Sevan Lake;x
1895;12;0;240;Lake Taihu;x
1896;13;0;244;Lake Hongze;x
1897;14;0;248;Dongting;x
1898;15;0;232;Tonie Sap Lake;x
1899;16;0;236;Tana lake;x
1900;17;0;240;Lake Turkana;x
1901;18;0;244;Lake Volta;x
1902;19;0;248;Lake Poopo;x
1903;20;0;232;Lake Champlain;x
1904;21;0;236;Lac Saint Jean;x
1905;22;0;240;Lac Manicouagan;x
1906;23;0;244;Lac Michikamau;x
1907;24;0;248;Lac Bienville;x
1908;25;0;232;Lac Al Eau Claire;x
1909;26;0;236;Lac Minto;x
1910;27;0;240;La Grande Riviere;x
1911;28;0;244;Lake Island;x
1912;29;0;248;Lake Reindeer;x
1913;30;0;232;Wollaston Lake;x
1914;31;0;236;Great Slave Lake;x
1915;32;0;240;Lake Athabasca;x
1916;33;0;244;Dubawni Lake;x
1917;34;0;248;Yathkyed Lake;x
1918;35;0;232;Kasba Lake;x
1919;36;0;236;Nueltin Lake;x
1920;37;0;240;Wholdaia Lake;x
1921;38;0;244;Peter Pond Lake;x
1922;39;0;248;Great salt lake;x
1923;40;0;232;Williston Lake;x
1924;62;206;252;Greenland tip;x
1925;62;214;252;Bält sound;x
1926;62;230;252;Northern baltic sea;x
1927;62;218;252;Eastern baltic sea;x
1928;62;234;252;Western Alands sea;x
1929;62;210;252;Western Norwegian Sea;x
1930;110;40;32;Åland;x
1931;130;60;50;East Frisia;x
1932;49;150;248;Gulf of Satalia;x
1933;50;0;232;Bari;x
1934;251;0;36;Lucania;x
1935;52;0;240;Semigallia;x
1936;55;0;0;Kovno;x
1937;65;0;250;Grodno;x
1938;75;0;25;Wizna;x 
1939;85;0;225;Leczyca;x
1940;95;0;50;Belz;x
1941;105;0;200;Turov;x
1942;110;0;75;Zhytomyr;x
1943;115;0;175;Bratslav;x
1944;120;0;100;Cherkasy;x
1945;125;0;150;Novgorod-Seversky;x
1946;63;0;244;Desh;x
1947;64;0;248;Carnatic;x
1948;65;0;232;Bidar;x
1949;66;0;236;Rayalaseema;x
1950;67;0;240;Meghalaya;x
1951;68;0;244;Hunyad;x
1952;69;0;248;Maramaros;x
1953;70;0;232;Szabolcs;x
1954;71;0;236;Torontal;x
1955;72;0;240;Kholmogory;x
1956;73;0;244;Suzdal;x
1957;74;0;248;Galich;x
1958;75;0;232;Kargopol;x
1959;76;0;236;Torzhok;x
1960;77;0;240;Ostrov;x
1961;78;0;244;Ladoga;x
1962;79;0;248;Kudymkar;x
1963;80;0;232;Cherdyn;x
1964;81;0;236;Ust-Sysolsk;x
1965;88;116;126;Buzuluk;x
1966;216;118;173;Chelyaba;x
1967;217;126;173;Khujand;x
1968;89;128;32;Kulob;x
1969;216;122;79;Sozak;x
1970;88;120;32;Syghnak;x
1971;88;112;32;Tsaritsyn;x
1972;216;114;79;Udmurtia;x
1973;88;124;126;Urgench;x
1974;215;110;173;Yedishkul;x
1975;105;225;255;Sea of Jutland;x
1976;93;0;244;Dead Sea;x
1977;94;0;248;Mälaren;x
1978;95;0;232;Shetlands;x
1979;96;0;236;Färöarnax;x
1980;136;253;253;Sea of Japan;x
1981;98;0;244;Bornholm;x
1982;99;0;248;Blekinge;x
1983;100;0;232;Lolland;x
1984;101;0;236;Nordjylland;x
1985;102;240;0;Närke;x
1986;103;0;244;New Caledonia;x
1987;104;0;248;Society Islands;x
1988;105;0;232;Rapa Nui;x
1989;106;0;236;Tonga;x
1990;107;0;240;Tuvalu;x
1991;108;0;244;Gilbert Islands;x
1992;109;0;248;Nauru;x
1993;110;0;232;Marshall Islands;x
1994;111;0;236;Wake;x
1995;112;0;240;Micronesia;x
1996;113;0;244;Palau;x
1997;114;0;248;Midway;x
1998;115;0;232;Christmas Island;x
1999;116;0;236;Cocos Island;x
2000;60;221;221;Qinghai Lake;x
2001;95;200;200;Siling Lake;x
2002;200;135;255;Galápagos Islands;x
2003;255;1;40;Djibouti;x
2004;255;2;120;Al Qusayr;x
2005;255;3;160;Lappland;x
2006;255;4;40;Suceava;x
2007;255;5;120;Salonica;x
2008;255;6;160;Singapore;x
2009;255;7;40;Sarawak;x
2010;255;8;120;Arlon;x
2011;255;9;160;Oujda;x
2012;255;10;40;Komotini;x
2013;255;11;120;Dobruja;x
2014;255;12;160;Hongkong;x
2015;255;13;40;Gambia;x
2016;255;14;120;Togo;x
2017;255;15;160;Ribe;x
2018;255;16;40;Oversticht;x
2019;255;17;120;Qingdao;x
2020;255;18;160;Dalian;x
2021;255;19;40;Swaziland;x
2022;255;20;120;Lesotho;x
2023;255;21;160;Mpumalanga;x
2024;91;32;32;Botswana;x
2025;219;34;79;Okavango;x
2026;91;36;126;Cuando Cubango;x
2027;219;38;173;Moxico;x
2028;92;40;32;Lusaka;x
2029;220;42;79;Niassa;x
2030;92;44;126;Mbeya;x
2031;220;46;173;Matabeleland;x
2032;92;48;32;Katanga;x
2033;220;50;79;Kivu;x
2034;92;52;126;Burundi;x
2035;221;54;173;Rwanda;x
2036;93;56;32;Uganda;x
2037;221;58;79;Kinshasa;x
2038;93;60;126;Ogooue;x
2039;221;62;173;Likouala;x
2040;93;64;32;Equatorial Guinea;x
2041;221;66;79;Maroua;x
2042;94;68;126;Cameroon;x
2043;222;70;173;Bangui;x
2044;94;72;32;Borena;x
2045;222;74;79;South Sudan;x
2046;94;76;126;Ouaddai;x
2047;222;78;173;West Darfur;x
2048;94;80;32;Tibesti;x
2049;223;82;79;Niger;x
2050;95;84;126;Ahaggar;x
2051;223;86;173;Fashoda;x
2052;95;88;32;Grand Erg;x
2053;223;90;79;Agadez;x
2054;95;92;126;Shamal Darfur;x
2055;223;94;173;Sabha;x
2056;96;96;32;Borkou;x
2057;224;98;79;Kisangani;x
2058;96;100;126;Kasai;x
2059;224;102;173;Bandundu;x
2060;96;104;32;Comores;x
2061;224;106;79;Adrar;x
2062;96;108;126;Tademait;x
2063;225;110;173;Tindouf;x
2064;97;112;32;Juba;x
2065;225;114;79;Logone;x
2066;97;116;126;Adamaoua;x
2067;225;118;173;Iquitos;x
2068;97;120;32;Inner Colombia;x
2069;225;122;79;Upper Orinoco;x
2070;98;124;126;Tucurui;x
2071;226;126;173;Roraima;x
2072;98;128;32;Tocantins;x
2073;226;130;79;Rondonia;x
2074;98;132;126;Manaus;x
2075;226;134;173;Para;x
2076;98;136;32;Acre;x
2077;227;138;79;South Georgia;x
2078;99;140;126;Washington;x
2079;227;142;173;Oregon;x
2080;99;144;32;Nevada;x
2081;227;146;79;Idaho;x
2082;99;148;126;Great Salt Lake;x
2083;227;150;173;Utah;x
2084;100;152;32;Colorado;x
2085;228;154;79;Wyoming;x
2086;100;156;126;Regina;x
2087;228;158;173;Alberta;x
2088;100;32;32;Yukon;x
2089;228;34;79;North Quebec;x
2090;100;36;126;West Greenland;x
2091;229;38;173;Rocky Mountains;x
2092;101;40;32;Calgary;x
2093;229;42;79;Saskatoon;x
2094;101;44;126;Edmonton;x
2095;229;46;173;West Timor;x
2096;101;48;32;Nyamal;x
2097;229;50;79;Nullarbor;x
2098;102;52;126;Watjarri;x
2099;230;54;173;Nawu;x
2100;102;56;32;Wudjari;x
2101;230;58;79;Nyikina;x
2102;102;60;126;Ngarinyin;x
2103;230;62;173;Larrakia;x
2104;102;64;32;Yolngu;x
2105;231;66;79;Kurtjar;x
2106;103;68;126;Kokowarra;x
2107;231;70;173;Djirbalngan;x
2108;103;72;32;Biri;x
2109;231;74;79;Kalaamaya;x
2110;103;76;126;Andyamathanha;x
2111;231;78;173;Wangkumara;x
2112;104;80;32;Kuungkari;x
2113;232;82;79;Yirandali;x
2114;104;84;126;Mudburra;x
2115;232;86;173;Uluru;x
2116;104;88;32;Warluwarra;x
2117;232;90;79;Wawula;x
2118;104;92;126;Nenets;x
2119;233;94;173;Norilsk;x
2120;105;96;32;St. Vincent;x
2121;233;98;79;Nis;x
2122;105;100;126;Jammu;x
2123;233;102;173;Sao Tome;x
2124;105;104;32;Ubykhia;x
2125;233;106;79;Lesbos;x
2126;106;108;126;Kalanga;x
2127;234;110;173;Ndola;x
2128;106;112;32;Bamenda;x
2129;234;114;79;Ouham;x
2130;106;116;126;Kuwait;x
2131;234;118;173;Ktunaxa;x
2132;106;120;32;Arikara;x
2133;235;122;79;Lakota;x
2134;107;124;126;Oglala;x
2135;235;126;173;Connecticut;x
2136;107;128;32;Manahoac;x
2137;235;130;79;Arsigantegok;x
2138;107;132;126;Kennebec;x
2139;235;134;173;Natchitoches;x
2140;108;136;32;Nipigon;x
2141;236;138;79;Bungi;x
2142;108;140;126;Nehiyawawin;x
2143;236;142;173;Miwok;x
2144;108;144;32;Apsaalooke;x
2145;236;146;79;Haida;x
2146;108;148;126;Munsee;x
2147;237;150;173;Ajuuraan;x
2148;109;152;32;Urmia;x
2149;237;154;79;Lida;x
2150;109;156;126;Nyanza;x
2151;237;158;173;Acre;x
2152;109;32;32;Nakhchivan;x
2153;237;34;79;Acholiland;x
2154;110;36;126;Bukovina;x
2155;238;38;173;Gdingen;x
2156;20;17;0;Euboea;x
2157;180;167;120;Chari;x
2158;200;197;160;Bouar;x
2159;220;17;0;Owando;x
2160;240;47;40;Kalemie;x
2161;20;77;80;Kolwezi;x
2162;40;107;120;Solwezi;x
2163;60;137;160;Luapula;x
2164;80;167;0;Lunda;x
2165;100;197;40;Mwanza;x
2166;120;17;80;Dodoma;x
2167;140;47;120;Kilimanjaro;x
2168;160;77;160;Ngamiland;x
2169;180;107;0;Karas;x
2170;200;137;40;Oshana;x
2171;220;167;80;Huambo;x
2172;240;197;120;Kasai Oriental;x
2173;20;17;160;Maniema;x
2174;40;47;0;Maymana;x
2175;60;77;40;Bamyan;x
2176;80;107;80;Kunduz;x
2177;100;137;120;Dakhshan;x
2178;120;167;160;Jalalabad;x
2179;140;197;0;Ladakh;x
2180;160;17;40;Margalla;x
2181;180;47;80;Sialkot;x
2182;200;77;120;Sind Sagar;x
2183;220;107;160;Derajat;x
2184;240;137;0;Cholistan;x
2185;20;167;40;Siwi;x
2186;40;197;80;Sehwan;x
2187;60;17;120;Bela;x
2188;80;47;160;Umarkot;x
2189;100;77;0;Doaba;x
2190;120;107;40;Bathlana;x
2191;140;137;80;Panipat;x
2192;160;167;120;Upper Doab;x
2193;180;197;160;Kumaon;x
2194;200;17;0;Shekhawati;x
2195;220;47;40;Nagaur;x
2196;240;77;80;Ajmer;x
2197;20;107;120;Gorwar;x
2198;40;137;160;Chittor;x
2199;60;167;0;Patan;x
2200;80;197;40;Girnar;x
2201;100;17;80;Bhavnagar;x
2202;120;47;120;Rewa Kantha;x
2203;140;77;160;Baroda;x
2204;160;107;0;Chanderi;x
2205;180;137;40;Bhilsa;x
2206;200;167;80;Mahakoshal;x
2207;220;197;120;Mahadeo;x
2208;240;17;160;Baglana;x
2209;20;47;0;Pune;x
2210;40;77;40;Chaul;x
2211;60;107;80;Savanaur;x
2212;80;137;120;North Kanara;x
2213;100;167;160;South Kanara;x
2214;120;197;0;Malenadu;x
2215;140;17;40;Tirunelveli;x
2216;160;47;80;Vanni;x
2217;180;77;120;Kandy;x
2218;200;107;160;Tanjore;x
2219;220;137;0;Gingee;x
2220;240;167;40;Arcot;x
2221;20;197;80;Morasanadu;x
2222;40;17;120;Kurnool;x
2223;60;47;160;Velanadi;x
2224;80;77;0;Colconda;x
2225;100;107;40;Gulbarga;x
2226;120;137;80;Mahur;x
2227;140;167;120;Chanda;x
2228;160;197;160;Konaseema;x
2229;180;17;0;Srikakulam;x
2230;200;47;40;Balasore;x
2231;220;77;80;Khurda;x
2232;240;107;120;Sambalpur;x
2233;20;137;160;Raipur;x
2234;40;167;0;Baghelkhand;x
2235;60;197;40;Kalpi;x
2236;80;17;80;Etawah;x
2237;100;47;120;Katehar;x
2238;120;77;160;Bahreich;x
2239;140;107;0;Chaubusi Rayjas;x
2240;160;137;40;Gorakhpur;x
2241;180;167;80;Varanasi;x
2242;200;197;120;Tirhut;x
2243;220;17;160;Limbuwan;x
2244;240;47;0;Bhagalpur;x
2245;20;77;40;Barind;x
2246;40;107;80;Damin;x
2247;60;137;120;Lakhnor;x
2248;80;167;160;Midnapore;x
2249;100;197;0;Sunderbans;x
2250;120;17;40;Nasirabad;x
2251;140;47;80;Koch Hajo;x
2252;160;77;120;Sadiya;x
2253;180;107;160;Manipur;x
2254;200;137;0;Tripura;x
2255;220;167;40;Thaungdut;x
2256;240;197;80;Tamanthi;x
2257;20;17;120;Hkamti Long;x
2258;40;47;160;Mong Kawng;x
2259;60;77;0;Hsipaw;x
2260;80;107;40;Circassia;x
2261;100;137;80;Kabardia;x
2262;120;167;120;Terek;x
2263;140;197;160;Tarki;x
2264;160;17;0;Khundzia;x
2265;180;47;40;Kakheti;x
2266;200;77;80;Guria;x
2267;220;107;120;Samtskhe;x
2268;240;137;160;Erzincan;x
2269;20;167;0;Diyarbakir;x
2270;40;197;40;Mush;x
2271;60;17;80;Cizre;x
2272;80;47;120;Sinjar;x
2273;100;77;160;As Sahiliyah;x
2274;120;107;0;Tikrit;x
2275;140;137;40;El Qatif;x
2276;160;167;80;Samayah;x
2277;180;197;120;Wasit;x
2278;200;17;160;Ilam;x
2279;220;47;0;Kirmanshah;x
2280;240;77;40;Ardalan;x
2281;20;107;80;Maragheh;x
2282;40;137;120;Melikates;x
2283;60;167;160;Zanjan;x
2284;80;197;0;Qazvin;x
2285;100;17;40;Markazi;x
2286;120;47;80;Semnan;x
2287;140;77;120;Ardakan;x
2288;160;107;160;Yasuj;x
2289;180;137;0;Sarvestan;x
2290;200;167;40;Rushehr;x
2291;220;197;80;Bandar Langeh;x
2292;240;17;120;Kizil-Su;x
2293;20;47;160;Konjikala;x
2294;40;77;0;Bojnord;x
2295;60;107;40;Qumis;x
2296;80;137;80;Sabzevar;x
2297;100;167;120;Birjand;x
2298;120;197;160;Rafsanjan;x
2299;140;17;0;Bam;x
2300;160;47;40;Quhistan;x
2301;180;77;80;Kharan;x
2302;200;107;120;Chagai;x
2303;220;137;160;Bust;x
2304;240;167;0;Ferah;x
2305;20;197;40;Tagant;x
2306;40;17;80;Termes;x
2307;60;47;120;Hodh;x
2308;80;77;160;Baghena;x
2309;100;107;0;Galam;x
2310;120;137;40;Tekrur;x
2311;140;167;80;Siine;x
2312;160;197;120;Kantor;x
2313;180;17;160;Beafada;x
2314;200;47;0;Wagadu;x
2315;220;77;40;Do;x
2316;240;107;80;Joma;x
2317;20;137;120;Sibiridugu;x
2318;40;167;160;Bagoe;x
2319;60;197;0;Bendugu;x
2320;80;17;40;Mema;x
2321;100;47;80;Bara;x
2322;120;77;120;Kala;x
2323;140;107;160;Haayre;x
2324;160;137;0;Hombori;x
2325;180;167;40;Karabara;x
2326;200;197;80;Kong;x
2327;220;17;120;Lobi;x
2328;240;47;160;Tenkodogo;x
2329;20;77;0;Bilanga;x
2330;40;107;40;Liptako;x
2331;60;137;80;Gyaaman;x
2332;80;167;120;Cape Coast;x
2333;100;197;160;Denkyira;x
2334;120;17;0;Bonoman;x
2335;140;47;40;Dagbon;x
2336;160;77;80;Atakora;x
2337;180;107;120;Moshi;x
2338;200;137;160;Ketu;x
2339;220;167;0;Ijebu;x
2340;240;197;40;Ondo;x
2341;20;17;80;Yawuri;x
2342;40;47;120;Kebbi;x
2343;60;77;160;Rano;x
2344;80;107;0;Biram;x
2345;100;137;40;Bedde;x
2346;120;167;80;Marghi;x
2347;140;197;120;Azawagh;x
2348;160;17;160;Zarmadanga;x
2349;180;47;0;Aribanda;x
2350;200;77;40;Dallol;x
2351;220;107;80;Ader;x
2352;240;137;120;Azbin;x
2353;20;167;160;Itesan;x
2354;40;197;0;Daura;x
2355;60;17;40;Muniyo;x
2356;80;47;80;Kawar;x
2357;100;77;120;Yao;x
2358;120;107;160;Kotoko;x
2359;140;137;0;Karou;x
2360;160;167;40;Saruhan;x
2361;180;197;80;Bolu;x
2362;200;17;120;Canik;x
2363;220;47;160;Bozok;x
2364;240;77;0;Kayseri;x
2365;20;107;40;Tekke;x
2366;40;137;80;Icel;x
2367;60;167;120;Antioch;x
2368;80;197;160;Malatya;x
2369;100;17;0;Biga;x
2370;120;47;40;Sandoway;x
2371;140;77;80;Pagan;x
2372;160;107;120;Mong Pai;x
2373;180;137;160;Martaban;x
2374;200;167;0;Tavoy;x
2375;220;197;40;Phra Bang;x
2376;240;17;80;Phitsanulok;x
2377;20;47;120;Chaiyaphum;x
2378;40;77;160;Nongbua Lamphu;x
2379;60;107;0;Luang Namtha;x
2380;80;137;40;Nong Khai;x
2381;100;167;80;Savannakhet;x
2382;120;197;120;Khukhan;x
2383;140;17;160;Song La;x
2384;160;47;0;Cao Bang;x
2385;180;77;40;Ha Tinh;x
2386;200;107;80;Tay Nguyen;x
2387;220;137;120;Kauthara;x
2388;240;167;160;Prek Ruisey;x
2389;20;197;0;Prek Khmao;x
2390;40;17;40;Kratie;x
2391;60;47;80;Phnom Penh;x
2392;80;77;120;Battambang;x
2393;100;107;160;Phetchaburi;x
2394;120;137;0;Chaiya;x
2395;140;167;40;Thalang;x
2396;160;197;80;Kedah;x
2397;180;17;120;Terengganu;x
2398;200;47;160;Selangor;x
2399;220;77;0;Pasai;x
2400;240;107;40;Peureulak;x
2401;20;137;80;Gayo;x
2402;40;167;120;Batak;x
2403;60;197;160;Rokan;x
2404;80;17;0;Pariamay;x
2405;100;47;40;South Pagaryung;x
2406;120;77;80;Indragiri;x
2407;140;107;120;Jambi;x
2408;160;137;160;Nias;x
2409;180;167;0;Bangka;x
2410;200;197;40;Sukabumi;x
2411;220;17;80;Cirebon;x
2412;240;47;120;Karia;x
2413;20;77;160;Surabaya;x
2414;40;107;0;Kediri;x
2415;60;137;40;Madura;x
2416;80;167;80;Lombok;x
2417;100;197;120;Sibu;x
2418;120;17;160;Pontianak;x
2419;140;47;0;Sampit;x
2420;160;77;40;Barito;x
2421;180;107;80;Samarinda;x
2422;200;137;120;Berau;x
2423;220;167;160;Bulungan;x
2424;240;197;0;Tarakan;x
2425;20;17;40;Lahad Datu;x
2426;40;47;80;Borneo;x
2427;60;77;120;Palopo;x
2428;80;107;160;Palu;x
2429;100;137;0;Gorontalo;x
2430;120;167;40;Kungirot;x
2431;140;197;80;Gurganj;x
2432;160;17;120;Atakent;x
2433;180;47;160;Shymkent;x
2434;200;77;0;Talas;x
2435;220;107;40;Naryn;x
2436;240;137;80;Orda;x
2437;20;167;120;Lower Yaik;x
2438;40;197;160;Utva;x
2439;60;17;0;Shekty;x
2440;80;47;40;Tortkara;x
2441;100;77;80;Alty-Kuduk;x
2442;120;107;120;Altyn;x
2443;140;137;160;Dzhaman-Kuduk;x
2444;160;167;0;Taraz;x
2445;180;197;40;Karamegdan;x
2446;200;17;80;Urzhar;x
2447;220;47;120;Tobykty;x
2448;240;77;160;Shegendyk;x
2449;20;107;0;Aksary;x
2450;40;137;40;Baganaly;x
2451;60;167;80;Lower Ishim;x
